Q0,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Career
2,2,2,2,2,3,2,2,2,3,1,2,2,3,3,0,2,1,Entrepreneur
2,2,2,2,3,2,2,2,2,2,3,2,1,4,3,2,2,2,Entrepreneur
2,2,2,2,3,2,2,2,2,2,3,2,3,3,1,2,1,2,Entrepreneur
2,2,1,2,3,2,1,2,2,4,3,2,0,3,3,2,2,2,Entrepreneur
2,0,3,2,3,2,2,2,2,2,0,2,2,3,3,2,2,2,Entrepreneur
2,2,2,2,3,2,2,2,2,2,2,1,2,1,3,2,2,2,Entrepreneur
2,2,0,2,4,2,2,2,3,2,3,2,2,3,3,0,2,2,Entrepreneur
2,2,4,2,3,2,2,2,0,2,3,2,2,3,3,4,0,2,Entrepreneur
4,3,2,2,3,2,2,0,2,4,3,2,2,3,3,2,4,2,Entrepreneur
2,2,2,2,3,2,2,2,2,1,3,2,4,3,0,3,3,2,Entrepreneur
2,1,2,2,3,3,2,2,2,2,3,2,2,3,3,2,2,2,Entrepreneur
2,2,2,2,3,2,2,1,2,2,3,2,2,2,3,2,2,2,Entrepreneur
2,3,1,2,3,2,2,2,2,4,3,1,2,0,3,2,2,2,Entrepreneur
2,2,2,2,3,2,2,3,2,2,3,2,2,3,3,2,2,0,Entrepreneur
0,2,2,2,3,2,2,4,2,2,3,2,2,3,3,2,2,2,Entrepreneur
0,2,4,2,3,2,0,2,1,2,1,2,2,3,3,2,1,4,Entrepreneur
2,2,2,2,3,2,1,2,0,2,0,3,2,3,3,2,2,3,Entrepreneur
3,2,0,2,0,2,2,2,2,2,0,2,1,3,3,2,2,1,Entrepreneur
0,2,2,2,3,2,2,2,4,2,4,2,2,0,3,2,2,3,Entrepreneur
2,2,2,2,3,2,2,2,2,2,0,2,2,3,3,2,2,2,Entrepreneur
2,2,1,2,3,2,2,2,2,2,3,2,3,3,3,2,2,2,Entrepreneur
2,2,2,2,4,2,2,2,2,2,3,2,2,1,3,2,2,2,Entrepreneur
2,2,3,1,1,2,2,2,2,2,3,2,2,3,3,4,2,2,Entrepreneur
2,1,1,2,3,2,2,2,1,2,3,2,3,3,0,2,2,2,Entrepreneur
2,2,2,4,3,4,2,2,2,2,3,2,1,3,3,2,2,4,Entrepreneur
2,1,2,2,3,2,0,2,2,2,3,2,2,3,3,2,2,2,Entrepreneur
3,2,2,4,3,2,3,2,2,2,3,2,2,3,4,2,2,2,Entrepreneur
2,0,2,4,3,2,2,1,2,4,3,2,2,4,3,2,2,2,Entrepreneur
2,1,2,4,3,4,2,2,2,4,3,2,4,3,3,4,4,2,Entrepreneur
2,2,4,2,2,2,2,2,2,3,3,2,2,3,0,0,3,2,Entrepreneur
2,3,3,4,3,4,3,1,2,2,3,3,3,3,3,3,3,3,Marketing Specialist
0,3,2,3,3,4,3,2,2,1,3,3,0,2,4,3,3,3,Marketing Specialist
1,3,2,4,3,4,3,2,2,4,3,3,3,3,4,3,0,3,Marketing Specialist
2,3,2,4,3,3,3,2,2,4,3,3,3,3,4,3,3,3,Marketing Specialist
2,3,2,4,3,4,1,2,2,4,3,3,3,3,2,3,3,3,Marketing Specialist
3,3,4,4,3,4,3,2,2,4,0,3,3,3,4,3,3,3,Marketing Specialist
2,3,2,4,1,4,3,2,2,4,3,4,0,3,1,3,3,3,Marketing Specialist
2,3,0,4,3,4,3,2,2,0,0,3,3,3,4,3,3,3,Marketing Specialist
2,4,2,4,3,2,3,2,0,4,3,3,3,3,4,3,3,3,Marketing Specialist
1,3,2,4,3,4,3,2,2,4,3,0,0,3,4,3,3,3,Marketing Specialist
2,3,2,4,3,0,3,2,2,4,3,3,3,3,4,3,3,3,Marketing Specialist
2,3,3,4,3,4,3,3,1,4,3,0,3,3,4,3,3,4,Marketing Specialist
2,3,2,4,3,4,3,2,2,4,3,3,3,3,4,3,1,3,Marketing Specialist
2,3,3,2,3,3,3,2,2,0,3,3,4,3,4,3,2,1,Marketing Specialist
2,3,4,4,3,2,3,2,3,4,2,4,3,3,4,3,4,3,Marketing Specialist
2,3,2,4,4,4,3,2,4,4,3,2,3,0,4,3,3,4,Marketing Specialist
2,3,2,4,3,4,3,2,2,4,4,3,3,3,4,3,3,3,Marketing Specialist
2,3,2,4,3,4,3,2,3,2,3,3,2,3,4,0,3,3,Marketing Specialist
2,3,2,4,0,2,3,2,2,4,3,3,3,3,4,3,3,3,Marketing Specialist
4,3,4,4,3,0,3,2,2,4,3,3,2,3,4,0,2,3,Marketing Specialist
2,0,4,4,3,4,3,2,2,4,3,0,3,1,2,2,3,4,Marketing Specialist
2,3,2,4,3,4,3,3,0,4,3,3,3,3,4,3,3,0,Marketing Specialist
2,3,2,4,3,4,4,2,2,4,3,3,4,3,4,3,3,3,Marketing Specialist
2,3,2,4,3,4,0,2,2,4,3,3,0,3,4,3,2,3,Marketing Specialist
2,3,2,4,3,4,3,2,2,4,0,3,3,4,4,3,3,3,Marketing Specialist
2,3,2,4,3,2,3,2,0,4,3,3,3,3,4,3,3,3,Marketing Specialist
2,3,2,4,3,4,3,2,2,4,3,3,3,3,3,3,3,3,Marketing Specialist
2,2,2,4,3,4,3,2,2,2,1,3,3,3,3,1,3,3,Marketing Specialist
2,3,2,4,3,4,4,2,2,1,3,3,3,1,4,3,3,3,Marketing Specialist
2,3,2,4,3,2,3,2,2,4,3,3,3,3,4,3,3,3,Marketing Specialist
2,2,2,2,2,2,2,2,1,2,2,2,3,2,2,2,2,2,Product Manager
2,3,1,2,2,2,2,2,2,0,2,2,3,2,2,0,2,2,Product Manager
2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Product Manager
1,2,2,2,2,2,2,3,2,2,2,2,2,1,3,2,2,2,Product Manager
2,2,2,2,0,2,3,2,2,2,4,1,4,2,2,2,2,2,Product Manager
2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,2,2,Product Manager
2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,4,Product Manager
2,3,2,2,1,2,3,2,2,2,1,2,2,2,1,2,2,2,Product Manager
2,1,2,2,2,2,2,2,2,3,0,3,2,2,2,2,2,2,Product Manager
0,2,2,2,2,2,3,4,0,2,2,2,2,2,2,0,4,2,Product Manager
0,2,2,2,2,2,2,0,4,2,2,2,2,1,2,2,0,2,Product Manager
1,2,2,4,2,3,1,2,4,2,2,2,2,2,2,2,2,2,Product Manager
2,2,2,3,2,4,2,2,2,2,2,2,2,2,0,3,2,2,Product Manager
3,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Product Manager
2,2,2,2,2,2,2,4,4,0,0,2,2,4,2,0,2,2,Product Manager
2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,Product Manager
0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,Product Manager
2,4,2,2,2,2,2,2,2,4,2,2,2,2,2,2,4,4,Product Manager
2,2,2,2,2,4,2,2,2,2,2,3,2,2,2,2,2,2,Product Manager
2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,Product Manager
2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,Product Manager
2,2,2,1,3,0,2,2,2,2,2,2,2,2,2,2,2,2,Product Manager
2,2,2,2,2,2,2,1,0,2,2,2,2,2,2,2,2,0,Product Manager
2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,Product Manager
2,1,2,2,2,2,2,2,2,2,1,2,0,2,2,3,2,2,Product Manager
2,2,2,1,2,2,2,2,2,2,2,2,0,2,2,1,2,2,Product Manager
3,2,2,2,2,2,2,2,2,2,2,4,2,2,3,0,2,2,Product Manager
2,2,0,2,1,2,0,2,2,2,2,2,0,2,2,2,3,2,Product Manager
4,2,1,2,2,2,1,2,2,1,2,0,2,3,2,2,2,2,Product Manager
2,0,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,Product Manager
